Target,Text,Score,Dimension,Annotator_ID
Women,"#LikeAFeminist I think any woman who doesn't identify as a feminist has ""internalised misogyny",-1,Competence,Annotator_27
Women,"Goldstein is the #SanFrancisco City Archivist, she asks ""Where are the women in the history of our city?"" #alaac15 #archives",2,Competence,Annotator_27
Donald Trump,297 days until I can register to vote!!1 year 193 days until Election Day #RockTheVote #democrats #everyvotecounts,0,Competence,Annotator_27
Hillary Clinton,@HillaryClinton Hillary is a Directioner! This is awesome! :-) They need to sing at your Inauguration!,0,Competence,Annotator_27
Donald Trump,"@realDonaldTrump is not a pilitical puppet. Maybe a piata, but definitely not a puppet.",-2,Competence,Annotator_27
Hillary Clinton,"@user Clinton privilege transcends white privilege, rock star privilege, NFL privilege & intergalactic alien privilege.",-1,Competence,Annotator_27
Donald Trump,"@user #CandidateCasino #Trumps the real deal, hand him the wheel, he can drive &make the climb to take #US up the hill. Vote",3,Competence,Annotator_27
Barack Obama,"#Obama is riding high!! #ObamaCare #LoveWins #Republicans tearing out their hair, whatever is left of it ..Next is #SCOTUS",3,Competence,Annotator_27
Donald Trump,"If you live in a Trump building, congratulations on that decision",0,Competence,Annotator_27
Hillary Clinton,Hillary will get past the primaries cause Dem voters don't think she can do any wrong. But she will be beat in November,2,Competence,Annotator_27
Donald Trump,@user @globalnews Nothing backhanded at all Trump didn't do what he did all those people to be alive today .,0,Competence,Annotator_27
Religious people,@WhiteHouse @POTUS #Imagine no religion. There's no God. Loving one another unconditionally is what matters. WTG USA! #LoveWins,-2,Competence,Annotator_27
Donald Trump,"Looking at presidential candidates, there is only one candidate, who can stand tall, and is all heads and shoulders. #Trump",-1,Competence,Annotator_27
Religious people,How soon do you think WWIII &WWWIV will begin? #U9tedWeStand #EndRacism #EndReligion #EndSexism #EndMisogyny #LoveYourNeighbor,0,Competence,Annotator_27
Religious people,"What happened to this world! Attacks in France, Tunisia and Kuwait Kill Dozens!! Is this what you do in Ramadan!!!!? #shameless",-2,Competence,Annotator_27
Donald Trump,If I get killed. Thank @realDonaldTrump . I was tweeting mad crap about him.  I don't take it back.,0,Competence,Annotator_27
Women,Want revenge for being a slut?  Cry rape.  Then lie to the world and carry a mattress with you.  #rape #UglyFeminist,1,Competence,Annotator_27
Donald Trump,"Unlike Obama, @realDonaldTrump doesn't need a teleprompter.",2,Competence,Annotator_27
Barack Obama,@user wow!!! i can halp too!! #OBAMASUCKS #BLOWUPISIS #NOIRS #NOSHARIAUSA #NOAMNESTY #DAMNTHAT140  #USARULES...#ILOVETHIS #(:),-2,Competence,Annotator_27
Hillary Clinton,If you need me I'll be screaming like a little baby from now until about ten minutes after @HillaryClinton arrives in #PTown.,0,Competence,Annotator_27
Hillary Clinton,"I'm 72 yrs old and ever since I was 6 yrs old I wanted to live long enough to see a woman President - Jim from Monticello, IA",2,Competence,Annotator_27
Donald Trump,"Gotta love everyone disliking @realDonaldTrump because he actually makes sense, and may even bring the country back to normal",3,Competence,Annotator_27
Donald Trump,"#PrezTrump had a great week, he's the BIG news story, mission accomplished. #tcot #TeaParty",2,Competence,Annotator_27
Hillary Clinton,297 days until I can register to vote!!1 year 193 days until Election Day #RockTheVote #democrats #everyvotecounts,0,Competence,Annotator_27
Women,"@LifeSite Right, where are the pre-born women's rights? #allLivesMatter #equalRights",0,Competence,Annotator_27
Hillary Clinton,"Why is HRC so popular?  This deceptive socialist accomplished nothing. Is only wife of an impeached President, who enabled UBL.",0,Competence,Annotator_27
Women,@user has an article on women and politics in this months @ELLEUK - it's a must read. #generalelection #politics #women,0,Competence,Annotator_27
Donald Trump,Republican candidates continuing to spread hatred and alienating the voters. Hillary wins!  #LoveWins #MikeHuckabee #Rubio2016,0,Competence,Annotator_27
Hillary Clinton,"@user @user Totally agree, Hillary is an incompetent scandal ridden phony.",-3,Competence,Annotator_27
Hillary Clinton,It's interesting how many liberals are so brainwashed and anxious to mindlessly support a woman who isn't even liberal,0,Competence,Annotator_27
Donald Trump,"Has Trump tweeted today , hard to believe he could behave all day",-2,Competence,Annotator_27
Barack Obama,@marcorubio will not let our enemies take advantage of us like Obama is doing & Hillary will do! @user #NewAmericanCentury,-2,Competence,Annotator_27
Hillary Clinton,At least the few mistakes made by @GOP candidates on the campaign aren't felonies like the ones@HillaryClinton makes.#OhHillNo,1,Competence,Annotator_27
Women,Feminism then: Fight for women's rights  Feminism now: Find the most petty first world problem to whine about.,-3,Competence,Annotator_27
Hillary Clinton,#HillaryClinton has yet to release @user donors... Public deserves disclosure. #Scandals #lies #Clintons,1,Competence,Annotator_27
Environmentalists,ONE Volcano emits more pollution than man has in our HISTORY!,-3,Competence,Annotator_28
Donald Trump,@realDonaldTrump Favorites and retweets keep piling up for Trump! He's killing the other candidates!,3,Competence,Annotator_28
Nonreligious people,"In the big picture, religion is bad for society because it blunts reason.   #freethinker",1,Competence,Annotator_28
Donald Trump,25% of Mexico has INVADED AMERICA - & CONTINUES to OCCUPY us  yet POS #RINO phony #Jeb BLAMES #TRUMP for telling the TRUTH! -,2,Competence,Annotator_28
Hillary Clinton,@HuffPostPol If @HillaryClinton can do half of what he did then she would be doing is a favor,-2,Competence,Annotator_28
Religious people,@wordsporns @user. I'd rather go to hell then worship some Image created by whites...,0,Competence,Annotator_28
Donald Trump,"@user Sure , after 8 years of TOTAL OBSTRUCTION ( not to mention hateful , vile words and racist behavior ) Lindsay and his fellow spineless traitors ( aka Republicans ) want "" both parties to come together "" now ! The HYPOCRISY is STUNNING ! \n #AmericaOrTrump \n #AmericaHasNoPresident",-3,Competence,Annotator_28
Hillary Clinton,"@HillaryClinton I wish u were in Benghazi instead of those great people, chronic liar and power hungry animal",-3,Competence,Annotator_28
Hillary Clinton,Hilliary: I provided all work related emails  State Dept: There are work related emails you didn't provide  #Hillaredacted,-2,Competence,Annotator_28
Women,RT @user: ...anything that destroys God's gift of motherhood destroys His most precious gift to women #motherteresa,2,Competence,Annotator_28
Women,Congratulations to America for overcoming 1 battle for #equality. Now let's have women&all races treated equally #AllLivesMatter,0,Competence,Annotator_28
Barack Obama,Barrack Obama doesn't care about his own town! Where do you live? Think he cares about you?   #TheFive #NoSanctuaryCities #2A,-2,Competence,Annotator_28
Hillary Clinton,"@user @user And Abedin's penumbra, the Muslim Brotherhood. Her connection is incontrovertible #HumaAbedin",0,Competence,Annotator_28
Women,"@user Good for you , Colleen ... get some good instruction and a little range time and you might really like it , finding a new hobby . My best friend and I taught his 21 year old daughter to shoot and she loved it , had never fired one in her life , and is a real "" girly-girl "" , fyi .",2,Competence,Annotator_28
Donald Trump,@user @CNN It's almost as if Trump has premeditated using the pandemic to attempt to suppress the vote . I've been saying this for months .,-3,Competence,Annotator_28
Hillary Clinton,"Now that #Hillary is raising money like an incumbent president, can we stop pretending that she won't be the nominee?",3,Competence,Annotator_28
Hillary Clinton,@user @DrMartyFox She is as bad or worse possibly than #Obama and she will continue to break laws as if she is invincible.,-3,Competence,Annotator_28
Hillary Clinton,How anyone can believe a single word that comes out of that woman's mouth is beyond me...,-3,Competence,Annotator_28
Barack Obama,"@theblaze American ppl are prolife, anti #Obamacare, pro #bordersecurity pro traditional marriage. Where has that gotten us.",0,Competence,Annotator_28
Hillary Clinton,"Do America a favor, If you feel you must vote for a woman candidate, Vote for #Carly2016 who at least has integrity unlike",-2,Competence,Annotator_28
Donald Trump,"At the end of the day, support the candidate w/best chance of beating the progressive democrat.  Don't stay home.  #UniteRight",2,Competence,Annotator_28
Hillary Clinton,"Apparently, putting cocaine in someone's butthole and then waiting for them to fart in your face is the wrong way to get high.",0,Competence,Annotator_28
Environmentalists,Thank you @GreenpeaceNZ for getting out there yesterday and highlighting  one of the most important issues we are facing.,3,Competence,Annotator_28
Hillary Clinton,A lot of #GOPHaters for #Hillary - so funny because she is beating them all at 40%,3,Competence,Annotator_28
Donald Trump,@TMZ trump a guy born with a silver spoon up his ass who has never done a hard days work in his life  #DumpTrump #YoureFired,-3,Competence,Annotator_28
Women,@JustinTrudeau I also support Men's wrongs as well as Women's rights #Standforchoice #womensrights,1,Competence,Annotator_28
Women,Listening to @user speak about her work leading #WomensRights Without Frontiers. So inspiring! @user @user,3,Competence,Annotator_28
Hillary Clinton,I'm thinking #Hillary throws #Chelsea under the bus to end #Foundation firestorm.  #ClintonCash #TheGreaterGood #election2016,-1,Competence,Annotator_28
Hillary Clinton,@HillaryClinton R U desperate or what? 3rd Hillary tweet on my timeline 2day. NOT gonna vote 4 U!,-2,Competence,Annotator_28
Donald Trump,Get the truth from Trump! @realDonaldTrump,2,Competence,Annotator_28
Hillary Clinton,@user @HillaryClinton I'm voting in the Democrat primary this year...to support @BernieSanders.,0,Competence,Annotator_28
Hillary Clinton,".@HillaryClinton The spatula seems appropriate, given that it can be used to easily flip positions if the heat gets to high.",-2,Competence,Annotator_28
Hillary Clinton,"@HillaryClinton : ""Change religious beliefs"" to accommodate the violence of abortion?! #WhyI'mNotVotingForHillary",0,Competence,Annotator_28
Hillary Clinton,@user I'm a boomer and I don't like the stark choices emerging here : two 78ish year old white men . The fact that the US STILL can't bring themselves to get behind a woman for President bogles my mind .,2,Competence,Annotator_28
Donald Trump,Both @realDonaldTrump & @JustinTrudeau have Scottish 🏴󠁧󠁢󠁳󠁣󠁴󠁿backgrounds but I chose #Trump . Our Prime Minister is a God Damn embarrassment on the world 🌎 🌍 stage .,3,Competence,Annotator_28
Donald Trump,Just watched @realDonaldTrump speech. How embarrassing for his family! Like that's a really bad dad moment,-2,Competence,Annotator_28
