Text,Target,Dimension,Annotator_1,Annotator_2,Annotator_3,Annotator_4,Annotator_5,Annotator_6,Annotator_7
"Hey!!! If anyone wants to help with the Hillary camp at Charlotte pride, let me know!!! #nc #pride #lgbt",Hillary Clinton,Competence,2,0,0,0,0,,
"Hey!!! If anyone wants to help with the Hillary camp at Charlotte pride, let me know!!! #nc #pride #lgbt",Hillary Clinton,Sociability,3,2,3,0,1,,
"Hey!!! If anyone wants to help with the Hillary camp at Charlotte pride, let me know!!! #nc #pride #lgbt",Hillary Clinton,Trust,1,2,3,1,2,0,
Hilarity of the day: Hillary said she went 'above and beyond' in transparency. Really? What about the 30k deleted emails?,Hillary Clinton,Competence,-2,-2,3,1,-1,,
Hilarity of the day: Hillary said she went 'above and beyond' in transparency. Really? What about the 30k deleted emails?,Hillary Clinton,Sociability,1,-3,-2,-2,-1,,
Hilarity of the day: Hillary said she went 'above and beyond' in transparency. Really? What about the 30k deleted emails?,Hillary Clinton,Trust,-3,-3,-3,-3,-3,-3,
"Hilary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal.",Hillary Clinton,Competence,2,-1,-1,-2,-1,,
"Hilary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal.",Hillary Clinton,Sociability,-2,-3,-3,-2,-2,,
"Hilary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal.",Hillary Clinton,Trust,-3,-3,-3,-3,-3,,
"Hillarity claims no subpoenas, get put in her place with photographic evidence... So trustworthy... #WhatILearnedToday",Hillary Clinton,Competence,2,-2,-1,2,-1,2,
"Hillarity claims no subpoenas, get put in her place with photographic evidence... So trustworthy... #WhatILearnedToday",Hillary Clinton,Sociability,-2,1,-1,1,0,-2,
"Hillarity claims no subpoenas, get put in her place with photographic evidence... So trustworthy... #WhatILearnedToday",Hillary Clinton,Trust,-3,-2,-3,-3,-3,,
"Hillary ""We came, we saw, he [Gaddaffi] died"" psychopath Clinton. #HillaryonCNN #Nothanks",Hillary Clinton,Competence,0,1,-3,1,-2,-1,
"Hillary ""We came, we saw, he [Gaddaffi] died"" psychopath Clinton. #HillaryonCNN #Nothanks",Hillary Clinton,Sociability,-3,-3,-2,-3,-2,-3,
"Hillary ""We came, we saw, he [Gaddaffi] died"" psychopath Clinton. #HillaryonCNN #Nothanks",Hillary Clinton,Trust,-3,-2,-2,-1,-3,,
Hillary Clinton Accomplishment of the Day: extended full military health benefits to reservists and National Guard members.,Hillary Clinton,Competence,3,3,3,0,3,,
Hillary Clinton Accomplishment of the Day: extended full military health benefits to reservists and National Guard members.,Hillary Clinton,Sociability,2,2,3,3,1,,
Hillary Clinton Accomplishment of the Day: extended full military health benefits to reservists and National Guard members.,Hillary Clinton,Trust,2,3,0,3,3,,
Hillary Clinton for Ambassador to ISIS.,Hillary Clinton,Competence,-2,-2,-3,-3,1,,
Hillary Clinton for Ambassador to ISIS.,Hillary Clinton,Sociability,-2,-3,-3,2,-2,,
Hillary Clinton for Ambassador to ISIS.,Hillary Clinton,Trust,0,-3,-3,-3,2,,
"Hillary Clinton has amassed $329 million in her career (3 of her top 5 donors are Citigroup, Goldman & JP Morgan). #Bernie2016",Hillary Clinton,Competence,2,0,3,1,3,,
"Hillary Clinton has amassed $329 million in her career (3 of her top 5 donors are Citigroup, Goldman & JP Morgan). #Bernie2016",Hillary Clinton,Sociability,3,-2,2,0,-1,,
"Hillary Clinton has amassed $329 million in her career (3 of her top 5 donors are Citigroup, Goldman & JP Morgan). #Bernie2016",Hillary Clinton,Trust,2,0,-1,-2,-2,0,
Hillary Clinton has not driven a car since 1996. #clintonfakerealityshow,Hillary Clinton,Competence,-2,2,-2,-2,,,
Hillary Clinton has not driven a car since 1996. #clintonfakerealityshow,Hillary Clinton,Sociability,-1,-2,0,-1,-1,,
Hillary Clinton has not driven a car since 1996. #clintonfakerealityshow,Hillary Clinton,Trust,-3,0,-1,0,0,,
Hillary Clinton is a devious & deceitful career politician. She is the Richard Nixon of our time.,Hillary Clinton,Competence,-3,-3,3,3,-2,1,
Hillary Clinton is a devious & deceitful career politician. She is the Richard Nixon of our time.,Hillary Clinton,Sociability,-3,-2,-1,-2,-2,,
Hillary Clinton is a devious & deceitful career politician. She is the Richard Nixon of our time.,Hillary Clinton,Trust,-3,-3,-3,-3,-3,,
Hillary Clinton is the only one who can turn this country around we don't need another man in the office. #endsexism,Hillary Clinton,Competence,3,3,2,1,3,,
Hillary Clinton is the only one who can turn this country around we don't need another man in the office. #endsexism,Hillary Clinton,Sociability,3,-1,-1,3,2,2,
Hillary Clinton is the only one who can turn this country around we don't need another man in the office. #endsexism,Hillary Clinton,Trust,3,2,3,3,2,,
"Hillary Clinton keeps sending me emails, and when I try to unsubscribe, I get an error message. THIS IS CANCER",Hillary Clinton,Competence,-2,1,0,1,-2,-2,
"Hillary Clinton keeps sending me emails, and when I try to unsubscribe, I get an error message. THIS IS CANCER",Hillary Clinton,Sociability,-2,-2,-1,-3,-2,0,
"Hillary Clinton keeps sending me emails, and when I try to unsubscribe, I get an error message. THIS IS CANCER",Hillary Clinton,Trust,-2,0,-3,-1,-3,,
Hillary Clinton makes Nixon look like an amateur schoolboy #ClintonCash #ClintonFoundation #Clinton,Hillary Clinton,Competence,-3,-2,-2,-3,,,
Hillary Clinton makes Nixon look like an amateur schoolboy #ClintonCash #ClintonFoundation #Clinton,Hillary Clinton,Sociability,-1,-3,0,-2,-1,,
Hillary Clinton makes Nixon look like an amateur schoolboy #ClintonCash #ClintonFoundation #Clinton,Hillary Clinton,Trust,2,-2,0,-3,-3,,
Hillary Clinton might end up having my vote. She's been tackling so many issues that America needs to face.,Hillary Clinton,Competence,2,1,1,2,,,
Hillary Clinton might end up having my vote. She's been tackling so many issues that America needs to face.,Hillary Clinton,Sociability,1,1,3,3,2,,
Hillary Clinton might end up having my vote. She's been tackling so many issues that America needs to face.,Hillary Clinton,Trust,2,2,2,1,2,,
Hillary Clinton vs. Bernie Sanders primary will be like the brawl over applesauce at the retirement home. #ReadyForHillary,Hillary Clinton,Competence,2,-3,-3,2,0,1,-1
Hillary Clinton vs. Bernie Sanders primary will be like the brawl over applesauce at the retirement home. #ReadyForHillary,Hillary Clinton,Sociability,-1,0,-2,2,-1,,
Hillary Clinton vs. Bernie Sanders primary will be like the brawl over applesauce at the retirement home. #ReadyForHillary,Hillary Clinton,Trust,2,1,2,0,-2,,
"Hillary LIES, yet people still desire her as the President of the United States. #sad",Hillary Clinton,Competence,0,-3,2,-2,2,,
"Hillary LIES, yet people still desire her as the President of the United States. #sad",Hillary Clinton,Sociability,-1,-2,-2,-1,-1,,
"Hillary LIES, yet people still desire her as the President of the United States. #sad",Hillary Clinton,Trust,-3,-2,-3,-3,-1,,
Hillary can not win. Here's hoping the Dems offer a real candidate like Warren. #Warren2016,Hillary Clinton,Competence,-3,2,-2,-2,-2,,
Hillary can not win. Here's hoping the Dems offer a real candidate like Warren. #Warren2016,Hillary Clinton,Sociability,1,-1,-2,2,-2,0,
Hillary can not win. Here's hoping the Dems offer a real candidate like Warren. #Warren2016,Hillary Clinton,Trust,-1,-2,-2,-1,-1,,
"Hillary can't create jobs! Last time she had a job to do, she outsourced it to Monica Lewinsky.",Hillary Clinton,Competence,-3,-3,-3,-3,2,,
"Hillary can't create jobs! Last time she had a job to do, she outsourced it to Monica Lewinsky.",Hillary Clinton,Sociability,-1,-3,-2,-2,-1,,
"Hillary can't create jobs! Last time she had a job to do, she outsourced it to Monica Lewinsky.",Hillary Clinton,Trust,-3,-3,-3,-3,-2,,
Hillary can't use a fucking fax machine but you idiots are going to vote for her to be President?,Hillary Clinton,Competence,-3,-2,2,-3,-3,,
Hillary can't use a fucking fax machine but you idiots are going to vote for her to be President?,Hillary Clinton,Sociability,-3,-3,-3,-2,-1,,
Hillary can't use a fucking fax machine but you idiots are going to vote for her to be President?,Hillary Clinton,Trust,0,-3,-2,-2,-3,-3,
"Hillary claims to be a ""champion"" of the middle class, but @user tax plan cuts the FICA tax, benefiting the middle class.",Hillary Clinton,Competence,-1,-3,3,-1,2,,
"Hillary claims to be a ""champion"" of the middle class, but @user tax plan cuts the FICA tax, benefiting the middle class.",Hillary Clinton,Sociability,-2,1,3,-1,-3,0,
"Hillary claims to be a ""champion"" of the middle class, but @user tax plan cuts the FICA tax, benefiting the middle class.",Hillary Clinton,Trust,0,-2,-1,-2,-2,,
Hillary doesn't want to put anyone in prison anymore. Obviously worried about her own future.,Hillary Clinton,Competence,-1,-2,-2,-1,2,,
Hillary doesn't want to put anyone in prison anymore. Obviously worried about her own future.,Hillary Clinton,Sociability,-2,-2,-1,-2,-1,-3,
Hillary doesn't want to put anyone in prison anymore. Obviously worried about her own future.,Hillary Clinton,Trust,-2,1,-3,-1,0,,
Hillary flew on private jet to speak to speak about Income & Equality. Dinner plates were $2700.00 ! #EqualityForAll #PJNET #CCOT,Hillary Clinton,Competence,-2,-1,-1,-1,-1,,
Hillary flew on private jet to speak to speak about Income & Equality. Dinner plates were $2700.00 ! #EqualityForAll #PJNET #CCOT,Hillary Clinton,Sociability,1,-1,-1,-2,-1,,
Hillary flew on private jet to speak to speak about Income & Equality. Dinner plates were $2700.00 ! #EqualityForAll #PJNET #CCOT,Hillary Clinton,Trust,-2,-1,-2,-3,-2,,
Hillary gave her first big interview. Did she talk about the issues? Did she rally the left? Nope. Total dud. #Bernie2016,Hillary Clinton,Competence,-2,-3,-3,2,2,,
Hillary gave her first big interview. Did she talk about the issues? Did she rally the left? Nope. Total dud. #Bernie2016,Hillary Clinton,Sociability,-2,-1,-2,-1,3,-1,
Hillary gave her first big interview. Did she talk about the issues? Did she rally the left? Nope. Total dud. #Bernie2016,Hillary Clinton,Trust,-1,-2,-2,-2,0,,
Hillary had just enough time to doctor her email inbox to her advantage before releasing them.... hahaha #justkidding,Hillary Clinton,Competence,0,-2,0,1,2,,
Hillary had just enough time to doctor her email inbox to her advantage before releasing them.... hahaha #justkidding,Hillary Clinton,Sociability,-1,-1,-2,-2,-2,-1,
Hillary had just enough time to doctor her email inbox to her advantage before releasing them.... hahaha #justkidding,Hillary Clinton,Trust,-3,-3,-3,-1,-1,,
"Hillary has flipped yet again, and is now pro-sanctuary cities.",Hillary Clinton,Competence,-2,-1,3,-2,-2,,
"Hillary has flipped yet again, and is now pro-sanctuary cities.",Hillary Clinton,Sociability,0,-1,-1,2,-1,,
"Hillary has flipped yet again, and is now pro-sanctuary cities.",Hillary Clinton,Trust,0,-1,-1,-1,-1,-1,
Hillary has learned The Blame Game well from Obama - she blames GOP for everything!,Barack Obama,Competence,-1,2,0,1,2,,
Hillary has learned The Blame Game well from Obama - she blames GOP for everything!,Barack Obama,Sociability,-1,-2,-2,-2,-2,,
Hillary has learned The Blame Game well from Obama - she blames GOP for everything!,Barack Obama,Trust,-1,-3,-3,-2,-2,,
Hillary has learned The Blame Game well from Obama - she blames GOP for everything!,Hillary Clinton,Competence,-1,2,-1,1,1,,
Hillary has learned The Blame Game well from Obama - she blames GOP for everything!,Hillary Clinton,Sociability,-1,-2,-1,-2,-3,,
Hillary has learned The Blame Game well from Obama - she blames GOP for everything!,Hillary Clinton,Trust,-1,-3,-2,-1,1,,
"Hillary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal.",Hillary Clinton,Competence,-3,2,1,1,-2,1,
"Hillary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal.",Hillary Clinton,Sociability,-2,-3,-3,-2,-2,-2,
"Hillary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal.",Hillary Clinton,Trust,-3,-3,-3,-3,-3,,
"Hillary has sacrificed more Ambassadors, told more lies, hid and destroyed more evidence... The beat goes on,,, @user",Hillary Clinton,Competence,2,2,2,3,3,1,-1
"Hillary has sacrificed more Ambassadors, told more lies, hid and destroyed more evidence... The beat goes on,,, @user",Hillary Clinton,Sociability,-2,-3,-2,-3,-2,,
"Hillary has sacrificed more Ambassadors, told more lies, hid and destroyed more evidence... The beat goes on,,, @user",Hillary Clinton,Trust,-3,-3,-3,-3,-3,,
Hillary is killing it so far on the trail. She's finally showing her personal side and I think it will benefit her profoundly.,Hillary Clinton,Competence,3,3,3,3,3,1,
Hillary is killing it so far on the trail. She's finally showing her personal side and I think it will benefit her profoundly.,Hillary Clinton,Sociability,2,2,2,3,1,,
Hillary is killing it so far on the trail. She's finally showing her personal side and I think it will benefit her profoundly.,Hillary Clinton,Trust,2,3,3,2,2,,
Hillary is on her way to #Baltimore to be their champion. #BaltimoreRiots,Hillary Clinton,Competence,-2,1,2,2,3,-3,3
Hillary is on her way to #Baltimore to be their champion. #BaltimoreRiots,Hillary Clinton,Sociability,-1,-1,0,2,-1,,
Hillary is on her way to #Baltimore to be their champion. #BaltimoreRiots,Hillary Clinton,Trust,-2,0,-1,0,3,,
Hillary is our best choice if we truly want to continue being a progressive nation. #Ohio,Hillary Clinton,Competence,2,2,2,2,2,,
Hillary is our best choice if we truly want to continue being a progressive nation. #Ohio,Hillary Clinton,Sociability,2,0,3,3,2,,
Hillary is our best choice if we truly want to continue being a progressive nation. #Ohio,Hillary Clinton,Trust,1,3,3,3,3,,
"Hillary must have been at the Navy Yard, under sniper fire!",Hillary Clinton,Competence,-2,-2,0,-1,-2,,
"Hillary must have been at the Navy Yard, under sniper fire!",Hillary Clinton,Sociability,0,0,-1,-1,-2,,
"Hillary must have been at the Navy Yard, under sniper fire!",Hillary Clinton,Trust,-2,0,-1,-2,-1,,
Hillary needs to go to a Sheetz gas station after 10 pm to see the real America.,Hillary Clinton,Competence,0,0,-1,1,0,-2,
Hillary needs to go to a Sheetz gas station after 10 pm to see the real America.,Hillary Clinton,Sociability,-1,-2,-3,-3,1,-2,
Hillary needs to go to a Sheetz gas station after 10 pm to see the real America.,Hillary Clinton,Trust,-1,0,0,-2,-2,,
"Hillary says people should and do trust her, phew wee I am glad she finally got that issue behind her.",Hillary Clinton,Competence,0,-1,-1,2,2,,
"Hillary says people should and do trust her, phew wee I am glad she finally got that issue behind her.",Hillary Clinton,Sociability,-1,-1,-2,-1,-1,,
"Hillary says people should and do trust her, phew wee I am glad she finally got that issue behind her.",Hillary Clinton,Trust,2,1,0,2,-1,0,
